ticker,company_name,price,chg_pct,net_score,bull,bear,verdict,bars,mode,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,sig_7,sig_7_label,sig_8,sig_8_label,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
FISV,"Fiserv, Inc.",53.06,,-1,3,4,Neutral,250,Daily,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bear,3 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bull,Bounce off prior support,bear,Underperforming SPY moderately (-2.7% 10-bar),neutral,Intraday only,session,58.1,51.78,bearish,54.19,R 38.2%,55.69,R 61.8%,51.78,E 100.0%,50.06,E 127.2%,47.87,E 161.8%,1.61,2.75,4.21,51.78,E 100.0%,51.78,53.27,53.27,54.19,54.94,55.69,56.75,51.78,50.06,49.37,47.87,45.46,41.55
HAS,"Hasbro, Inc.",83.77,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,multi-day swing (20b),96.69,82.16,bearish,87.71,R 38.2%,91.14,R 61.8%,82.16,E 100.0%,78.21,E 127.2%,73.18,E 161.8%,1.62,2.77,4.24,82.16,E 100.0%,82.16,85.59,85.59,87.71,89.42,91.14,93.58,82.16,78.21,76.61,73.18,67.63,58.65
HII,"Huntington Ingalls Industries, Inc.",300.95,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,session,301.67,287.43,bearish,292.87,R 38.2%,296.23,R 61.8%,287.43,E 100.0%,283.56,E 127.2%,278.63,E 161.8%,1.62,2.77,4.24,287.43,E 100.0%,298.62,,290.79,292.87,294.55,296.23,298.62,287.43,283.56,281.99,278.63,273.19,264.39
INTU,Intuit Inc.,276.91,,-1,3,4,Neutral,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Wide divergence below SMA,bear,8 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-9.3% 10-bar),neutral,Intraday only,session,332.43,273.28,bearish,295.88,R 38.2%,309.83,R 61.8%,273.28,E 100.0%,257.19,E 127.2%,236.73,E 161.8%,1.62,2.77,4.24,273.28,E 100.0%,273.28,287.24,287.24,295.88,302.85,309.83,319.77,273.28,257.19,250.68,236.73,214.13,177.58
IQV,IQVIA Holdings Inc.,181.06,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bear,Rejection at prior resistance,neutral,In line with market,neutral,Intraday only,session,190.68,174.1,bearish,180.43,R 38.2%,184.35,R 61.8%,174.1,E 100.0%,169.59,E 127.2%,163.85,E 161.8%,1.61,2.77,4.23,174.1,E 100.0%,180.43,182.39,178.01,180.43,182.39,184.35,187.13,174.1,169.59,167.77,163.85,157.52,147.27
KDP,Keurig Dr Pepper Inc.,31.23,,-1,3,4,Neutral,251,Daily,bear,Bearish bar,bear,Significantly above trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.2% 10-bar),neutral,Intraday only,session,32.28,29.92,bearish,30.82,R 38.2%,31.38,R 61.8%,29.92,E 100.0%,29.28,E 127.2%,28.46,E 161.8%,1.61,2.75,4.21,29.92,E 100.0%,31.1,31.38,30.48,30.82,31.1,31.38,31.77,29.92,29.28,29.02,28.46,27.56,26.1
KHC,The Kraft Heinz Company,24.22,,-1,3,4,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.0% 10-bar),neutral,Intraday only,session,24.34,21.96,bearish,22.87,R 38.2%,23.43,R 61.8%,21.96,E 100.0%,21.31,E 127.2%,20.49,E 161.8%,1.63,2.79,4.25,21.96,E 100.0%,23.84,,22.52,22.87,23.15,23.43,23.84,21.96,21.31,21.05,20.49,19.58,18.11
KKR,KKR & Co. Inc.,95.3,,-1,3,4,Neutral,251,Daily,bull,Bullish engulfing,neutral,In line with trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,%K below %D (bearish cross),bear,Bearish zone · Zero-line cross ↓,bear,Break below prior support,bull,Outperforming SPY strongly (+3.6% 10-bar),neutral,Intraday only,session,97.44,87.5,bearish,91.3,R 38.2%,93.64,R 61.8%,87.5,E 100.0%,84.8,E 127.2%,81.36,E 161.8%,1.62,2.78,4.25,87.5,E 100.0%,93.64,95.31,89.85,91.3,92.47,93.64,95.31,87.5,84.8,83.7,81.36,77.56,71.42
KMB,Kimberly-Clark Corporation,101.54,,-1,3,4,Neutral,251,Daily,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,3 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.0% 10-bar),neutral,Intraday only,session,102.6,92.06,bearish,96.08,R 38.2%,98.57,R 61.8%,92.06,E 100.0%,89.19,E 127.2%,85.54,E 161.8%,1.61,2.77,4.23,92.06,E 100.0%,100.35,,94.54,96.08,97.33,98.57,100.35,92.06,89.19,88.03,85.54,81.51,74.99
KR,The Kroger Co.,64.12,,-1,3,4,Neutral,251,Daily,bear,Bearish harami,neutral,In line with trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bear,Bearish zone,bull,Bounce off prior support,bull,Outperforming SPY moderately (+3.0% 10-bar),neutral,Intraday only,multi-day swing (20b),71.71,61.01,bearish,65.1,R 38.2%,67.62,R 61.8%,61.01,E 100.0%,58.1,E 127.2%,54.4,E 161.8%,1.62,2.78,4.25,61.01,E 100.0%,63.54,65.1,63.54,65.1,66.36,67.62,69.42,61.01,58.1,56.92,54.4,50.31,43.7
MELI,"MercadoLibre, Inc.",1610.0,,-1,3,4,Neutral,251,Daily,bull,Bullish bar,bull,Above trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,session,1733.22,1546.0,bearish,1617.52,R 38.2%,1661.7,R 61.8%,1546.0,E 100.0%,1495.08,E 127.2%,1430.3,E 161.8%,1.62,2.77,4.24,1546.0,E 100.0%,1590.18,1617.52,1590.18,1617.52,1639.61,1661.7,1693.15,1546.0,1495.08,1474.48,1430.3,1358.78,1243.08
MKC,"McCormick & Company, Incorporated",49.23,,-1,3,4,Neutral,251,Daily,bear,Bearish harami,neutral,In line with trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.4% 10-bar),neutral,Intraday only,session,50.15,45.53,bearish,47.29,R 38.2%,48.39,R 61.8%,45.53,E 100.0%,44.27,E 127.2%,42.67,E 161.8%,1.6,2.75,4.2,45.53,E 100.0%,49.16,,46.62,47.29,47.84,48.39,49.16,45.53,44.27,43.77,42.67,40.91,38.05
MRSH,"Marsh & McLennan Companies, Inc.",168.15,,-1,3,4,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.6% 10-bar),neutral,Intraday only,session,168.82,156.6,bearish,161.27,R 38.2%,164.15,R 61.8%,156.6,E 100.0%,153.28,E 127.2%,149.05,E 161.8%,1.62,2.77,4.24,156.6,E 100.0%,166.2,,159.48,161.27,162.71,164.15,166.2,156.6,153.28,151.93,149.05,144.38,136.83
MSFT,Microsoft Corporation,390.34,,-1,3,4,Neutral,251,Daily,bull,Stale red (3-bar reversal),bear,Above trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,bear,Underperforming SPY strongly (-6.4% 10-bar),neutral,Intraday only,session,453.5,384.0,bearish,410.55,R 38.2%,426.95,R 61.8%,384.0,E 100.0%,365.1,E 127.2%,341.05,E 161.8%,1.62,2.77,4.24,384.0,E 100.0%,384.0,400.4,400.4,410.55,418.75,426.95,438.63,384.0,365.1,357.45,341.05,314.5,271.55
MSTR,Strategy Inc,120.15,,-1,3,4,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Wide divergence below SMA,bear,4 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-18.5% 10-bar),neutral,Intraday only,multi-day swing (20b),193.0,113.27,bearish,143.73,R 38.2%,162.54,R 61.8%,113.27,E 100.0%,91.58,E 127.2%,63.99,E 161.8%,1.62,2.77,4.24,113.27,E 100.0%,113.27,132.08,132.08,143.73,153.13,162.54,175.94,113.27,91.58,82.81,63.99,33.54,-15.74
NFLX,"Netflix, Inc.",81.27,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,session,85.98,80.09,bearish,82.34,R 38.2%,83.73,R 61.8%,80.09,E 100.0%,78.49,E 127.2%,76.45,E 161.8%,1.62,2.77,4.24,80.09,E 100.0%,80.09,81.48,81.48,82.34,83.03,83.73,84.72,80.09,78.49,77.84,76.45,74.2,70.56
NSC,Norfolk Southern Corporation,310.53,,-1,3,4,Neutral,251,Daily,bull,Bullish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),bull,Outperforming SPY strongly (+3.1% 10-bar),neutral,Intraday only,session,316.04,301.17,bearish,306.85,R 38.2%,310.36,R 61.8%,301.17,E 100.0%,297.13,E 127.2%,291.98,E 161.8%,1.62,2.77,4.24,301.17,E 100.0%,310.36,312.86,304.68,306.85,308.61,310.36,312.86,301.17,297.13,295.49,291.98,286.3,277.11
NXPI,NXP Semiconductors N.V.,302.55,,-1,3,4,Neutral,251,Daily,bull,Bullish bar,bull,Above trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Rejection at prior resistance,bear,Underperforming SPY strongly (-6.2% 10-bar),neutral,Intraday only,session,328.21,279.36,bearish,298.02,R 38.2%,309.55,R 61.8%,279.36,E 100.0%,266.07,E 127.2%,249.17,E 161.8%,1.62,2.77,4.24,279.36,E 100.0%,298.02,303.78,290.89,298.02,303.78,309.55,317.76,279.36,266.07,260.7,249.17,230.51,200.32
ON,ON Semiconductor Corporation,115.96,,-1,3,4,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bull,4 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Rejection at prior resistance,bear,Underperforming SPY strongly (-4.1% 10-bar),neutral,Intraday only,session,134.92,108.3,bearish,118.47,R 38.2%,124.75,R 61.8%,108.3,E 100.0%,101.06,E 127.2%,91.85,E 161.8%,1.62,2.77,4.24,108.3,E 100.0%,114.58,118.47,114.58,118.47,121.61,124.75,129.22,108.3,101.06,98.13,91.85,81.68,65.23
ORCL,Oracle Corporation,184.1,,-1,3,4,Neutral,251,Daily,bull,Bullish bar,bull,Significantly above trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-7.4% 10-bar),neutral,Intraday only,session,249.0,175.28,bearish,203.44,R 38.2%,220.84,R 61.8%,175.28,E 100.0%,155.23,E 127.2%,129.72,E 161.8%,1.62,2.77,4.24,175.28,E 100.0%,175.28,192.68,192.68,203.44,212.14,220.84,233.22,175.28,155.23,147.12,129.72,101.56,56.0
PG,The Procter & Gamble Company,148.34,,-1,3,4,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.9% 10-bar),neutral,Intraday only,session,150.43,139.03,bearish,143.38,R 38.2%,146.08,R 61.8%,139.03,E 100.0%,135.93,E 127.2%,131.98,E 161.8%,1.61,2.76,4.22,139.03,E 100.0%,147.99,,141.72,143.38,144.73,146.08,147.99,139.03,135.93,134.68,131.98,127.63,120.58
PLTR,Palantir Technologies Inc.,131.08,,-1,3,4,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bear,Wide divergence below SMA,bear,2 open gap(s) above (resistance),bull,Oversold,bear,Bearish zone,bull,Bounce off prior support,bear,Underperforming SPY strongly (-6.3% 10-bar),neutral,Intraday only,session,159.55,127.18,bearish,139.55,R 38.2%,147.18,R 61.8%,127.18,E 100.0%,118.38,E 127.2%,107.18,E 161.8%,1.62,2.77,4.24,127.18,E 100.0%,127.18,134.82,134.82,139.55,143.37,147.18,152.62,127.18,118.38,114.81,107.18,94.81,74.81
PNC,"The PNC Financial Services Group, Inc.",233.94,,-1,3,4,Neutral,251,Daily,bear,Bearish bar,bear,Above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+8.7% 10-bar),neutral,Intraday only,session,236.09,215.2,bearish,223.18,R 38.2%,228.11,R 61.8%,215.2,E 100.0%,209.52,E 127.2%,202.29,E 161.8%,1.62,2.77,4.24,215.2,E 100.0%,231.62,,220.13,223.18,225.64,228.11,231.62,215.2,209.52,207.22,202.29,194.31,181.4
PRU,"Prudential Financial, Inc.",106.51,,-1,3,4,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+8.1% 10-bar),neutral,Intraday only,session,106.96,100.4,bearish,102.91,R 38.2%,104.45,R 61.8%,100.4,E 100.0%,98.62,E 127.2%,96.35,E 161.8%,1.63,2.79,4.26,100.4,E 100.0%,105.56,,101.95,102.91,103.68,104.45,105.56,100.4,98.62,97.89,96.35,93.84,89.79
Q,"Qnity Electronics, Inc.",149.12,,-1,3,4,Neutral,157,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bull,4 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-3.9% 10-bar),neutral,Intraday only,session,159.33,135.2,bearish,144.42,R 38.2%,150.11,R 61.8%,135.2,E 100.0%,128.64,E 127.2%,120.29,E 161.8%,1.62,2.77,4.24,135.2,E 100.0%,147.26,150.11,140.89,144.42,147.26,150.11,154.17,135.2,128.64,125.98,120.29,111.07,96.16
QCOM,QUALCOMM Incorporated,202.96,,-1,3,4,Neutral,251,Daily,bull,Bullish engulfing,neutral,In line with trend,bear,Wide divergence below SMA,bull,4 open gap(s) below (support),bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-14.0% 10-bar),neutral,Intraday only,session,254.15,190.1,bearish,214.57,R 38.2%,229.68,R 61.8%,190.1,E 100.0%,172.68,E 127.2%,150.52,E 161.8%,1.62,2.77,4.24,190.1,E 100.0%,190.1,205.22,205.22,214.57,222.13,229.68,240.44,190.1,172.68,165.63,150.52,126.05,86.47
REGN,"Regeneron Pharmaceuticals, Inc.",611.48,,-1,2,3,Neutral,251,Daily,bull,Bullish harami,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,session,640.82,591.52,bearish,610.35,R 38.2%,621.99,R 61.8%,591.52,E 100.0%,578.11,E 127.2%,561.05,E 161.8%,1.62,2.77,4.24,591.52,E 100.0%,610.35,616.17,603.15,610.35,616.17,621.99,630.27,591.52,578.11,572.69,561.05,542.22,511.75
RVTY,"Revvity, Inc.",101.52,,-1,3,4,Neutral,251,Daily,bear,Bearish bar,bear,Above trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bear,Rejection at prior resistance,bull,Outperforming SPY moderately (+2.5% 10-bar),neutral,Intraday only,session,106.21,97.6,bearish,100.89,R 38.2%,102.92,R 61.8%,97.6,E 100.0%,95.26,E 127.2%,92.28,E 161.8%,1.62,2.77,4.24,97.6,E 100.0%,100.89,101.9,99.63,100.89,101.9,102.92,104.37,97.6,95.26,94.31,92.28,88.99,83.67
SMCI,"Super Micro Computer, Inc.",31.97,,-1,3,4,Neutral,251,Daily,bull,Bullish harami,bull,Significantly above trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-20.4% 10-bar),neutral,Intraday only,session,51.4,28.61,bearish,37.32,R 38.2%,42.69,R 61.8%,28.61,E 100.0%,22.41,E 127.2%,14.53,E 161.8%,1.62,2.78,4.24,28.61,E 100.0%,28.61,33.99,33.99,37.32,40.01,42.69,46.52,28.61,22.41,19.9,14.53,5.82,-8.26
SYY,Sysco Corporation,79.64,,-1,3,4,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Wide divergence above SMA,bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.1% 10-bar),neutral,Intraday only,session,80.11,73.03,bearish,75.73,R 38.2%,77.41,R 61.8%,73.03,E 100.0%,71.1,E 127.2%,68.65,E 161.8%,1.61,2.76,4.21,73.03,E 100.0%,78.59,,74.7,75.73,76.57,77.41,78.59,73.03,71.1,70.33,68.65,65.95,61.57
TEAM,Atlassian Corporation,89.2,,-1,3,4,Neutral,251,Daily,bull,Bullish bar,bull,Above trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY moderately (-2.2% 10-bar),neutral,Intraday only,session,109.61,86.51,bearish,95.34,R 38.2%,100.79,R 61.8%,86.51,E 100.0%,80.23,E 127.2%,72.23,E 161.8%,1.62,2.77,4.24,86.51,E 100.0%,86.51,91.96,91.96,95.34,98.06,100.79,104.67,86.51,80.23,77.68,72.23,63.41,49.13
TMUS,"T-Mobile US, Inc.",185.82,,-1,3,4,Neutral,251,Daily,bull,Inverted hammer,bull,Above trend,bear,Near 20-period SMA (below),bear,1 open gap(s) above (resistance),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,session,189.07,174.02,bearish,179.77,R 38.2%,183.32,R 61.8%,174.02,E 100.0%,169.93,E 127.2%,164.72,E 161.8%,1.62,2.77,4.24,174.02,E 100.0%,183.32,185.85,177.57,179.77,181.55,183.32,185.85,174.02,169.93,168.27,164.72,158.97,149.67
TRMB,Trimble Inc.,50.0,,-1,3,4,Neutral,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Wide divergence below SMA,bear,1 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-6.7% 10-bar),neutral,Intraday only,session,57.96,48.9,bearish,52.36,R 38.2%,54.5,R 61.8%,48.9,E 100.0%,46.44,E 127.2%,43.3,E 161.8%,1.62,2.77,4.23,48.9,E 100.0%,48.9,51.04,51.04,52.36,53.43,54.5,56.02,48.9,46.44,45.44,43.3,39.84,34.24
TSLA,"Tesla, Inc.",399.15,,-1,3,4,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bear,1 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-7.5% 10-bar),neutral,Intraday only,session,433.6,380.15,bearish,400.57,R 38.2%,413.18,R 61.8%,380.15,E 100.0%,365.61,E 127.2%,347.12,E 161.8%,1.62,2.77,4.24,380.15,E 100.0%,392.76,400.57,392.76,400.57,406.88,413.18,422.16,380.15,365.61,359.73,347.12,326.7,293.67
TYL,"Tyler Technologies, Inc.",295.48,,-1,3,4,Neutral,251,Daily,bear,Shooting star,bear,Above trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,Oversold · Wide divergence,bull,Oversold (< -100),bull,Bounce off prior support,neutral,In line with market,neutral,Intraday only,session,322.5,293.72,bearish,304.71,R 38.2%,311.51,R 61.8%,293.72,E 100.0%,285.89,E 127.2%,275.93,E 161.8%,1.62,2.77,4.23,293.72,E 100.0%,293.72,300.51,300.51,304.71,308.11,311.51,316.34,293.72,285.89,282.73,275.93,264.94,247.15
USB,U.S. Bancorp,57.63,,-1,3,4,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+8.1% 10-bar),neutral,Intraday only,session,57.68,53.12,bearish,54.86,R 38.2%,55.94,R 61.8%,53.12,E 100.0%,51.88,E 127.2%,50.3,E 161.8%,1.61,2.76,4.22,53.12,E 100.0%,56.7,,54.2,54.86,55.4,55.94,56.7,53.12,51.88,51.38,50.3,48.56,45.74
VST,Vistra Corp.,146.38,,-1,3,4,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-6.4% 10-bar),neutral,Intraday only,session,160.78,137.91,bearish,146.65,R 38.2%,152.04,R 61.8%,137.91,E 100.0%,131.69,E 127.2%,123.78,E 161.8%,1.62,2.78,4.24,137.91,E 100.0%,143.31,146.65,143.31,146.65,149.35,152.04,155.89,137.91,131.69,129.17,123.78,115.04,100.91
VZ,Verizon Communications Inc.,46.94,,-1,3,4,Neutral,251,Daily,bear,Bearish bar,bear,Above trend,bear,Near 20-period SMA (below),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,session,48.14,44.3,bearish,45.77,R 38.2%,46.67,R 61.8%,44.3,E 100.0%,43.26,E 127.2%,41.93,E 161.8%,1.63,2.79,4.27,44.3,E 100.0%,46.67,47.32,45.21,45.77,46.22,46.67,47.32,44.3,43.26,42.83,41.93,40.46,38.09
WRB,W. R. Berkley Corporation,67.54,,-1,3,4,Neutral,251,Daily,bear,Bearish engulfing,bear,Above trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bull,Bullish zone,bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+7.3% 10-bar),neutral,Intraday only,session,68.79,63.98,bearish,65.82,R 38.2%,66.95,R 61.8%,63.98,E 100.0%,62.67,E 127.2%,61.01,E 161.8%,1.63,2.79,4.26,63.98,E 100.0%,66.95,67.76,65.12,65.82,66.39,66.95,67.76,63.98,62.67,62.14,61.01,59.17,56.2
WST,"West Pharmaceutical Services, Inc.",330.34,,-1,3,4,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Overbought (> +100),bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+4.9% 10-bar),neutral,Intraday only,session,336.82,309.88,bearish,320.17,R 38.2%,326.53,R 61.8%,309.88,E 100.0%,302.55,E 127.2%,293.23,E 161.8%,1.62,2.77,4.24,309.88,E 100.0%,326.53,331.05,316.24,320.17,323.35,326.53,331.05,309.88,302.55,299.59,293.23,282.94,266.29
WTW,Willis Towers Watson Public Limited Company,260.79,,-1,3,4,Neutral,251,Daily,bear,Bearish engulfing,neutral,In line with trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.7% 10-bar),neutral,Intraday only,session,267.74,249.17,bearish,256.26,R 38.2%,260.65,R 61.8%,249.17,E 100.0%,244.12,E 127.2%,237.69,E 161.8%,1.62,2.77,4.23,249.17,E 100.0%,260.65,263.77,253.55,256.26,258.45,260.65,263.77,249.17,244.12,242.08,237.69,230.6,219.12
XYZ,"Block, Inc.",69.09,,-1,2,3,Neutral,251,Daily,bull,Bullish engulfing,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,session,76.49,65.46,bearish,69.67,R 38.2%,72.28,R 61.8%,65.46,E 100.0%,62.46,E 127.2%,58.64,E 161.8%,1.61,2.76,4.23,65.46,E 100.0%,68.06,69.67,68.06,69.67,70.97,72.28,74.13,65.46,62.46,61.25,58.64,54.43,47.61
ZBRA,Zebra Technologies Corporation,222.44,,-1,3,4,Neutral,251,Daily,bull,Bullish harami,neutral,Significantly below trend,bear,Wide divergence below SMA,bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-8.0% 10-bar),neutral,Intraday only,session,255.68,211.86,bearish,228.6,R 38.2%,238.94,R 61.8%,211.86,E 100.0%,199.94,E 127.2%,184.78,E 161.8%,1.62,2.77,4.24,211.86,E 100.0%,222.2,228.6,222.2,228.6,233.77,238.94,246.3,211.86,199.94,195.12,184.78,168.04,140.96
ACGL,Arch Capital Group Ltd.,91.13,,-2,2,4,Moderately bearish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Break below prior support,bull,Outperforming SPY moderately (+2.7% 10-bar),neutral,Intraday only,session,92.35,87.05,bearish,89.07,R 38.2%,90.33,R 61.8%,87.05,E 100.0%,85.61,E 127.2%,83.77,E 161.8%,1.6,2.75,4.21,87.05,E 100.0%,90.33,91.22,88.3,89.07,89.7,90.33,91.22,87.05,85.61,85.03,83.77,81.75,78.47
